prdtypecode,text,clean_text,codes
1140,"rge,genoace,gunpla,high,grade,gundam,age,","['rge', 'genoace', 'gunpla', 'high', 'grade', 'gundam', 'age']",4
2583,"cellule,origine,autonettoyante,électrolyseur,smgc,sotrem,plaques,cellule,origine,électrolyseu,rsmgc,sotrem,vente,meilleur,prix,piscine,center,livraison,offerte","['cellule', 'origine', 'autonettoyante', 'électrolyseur', 'smgc', 'sotrem', 'plaques', 'cellule', 'origine', 'électrolyseu', 'rsmgc', 'sotrem', 'vente', 'meilleur', 'prix', 'piscine', 'center', 'livraison', 'offerte']",23
2060,"tnc,horloge,led,table,industrie,peau,type,horloges,bureau,longueur,poids,numéro,mod,tnc,caractéristique,luminova,type,affichage,aiguille,type,motivation,quartz,type,mouvement,mouvement,saut,style,personnalisation,personnalisée,matériel,acrylique,forme,carré,fonction,rétro,éclairage,taille,feuille,pouces,diam,tre,largeur,nom,marque,innisign","['tnc', 'horloge', 'led', 'table', 'industrie', 'peau', 'type', 'horloges', 'bureau', 'longueur', 'poids', 'numéro', 'mod', 'tnc', 'caractéristique', 'luminova', 'type', 'affichage', 'aiguille', 'type', 'motivation', 'quartz', 'type', 'mouvement', 'mouvement', 'saut', 'style', 'personnalisation', 'personnalisée', 'matériel', 'acrylique', 'forme', 'carré', 'fonction', 'rétro', 'éclairage', 'taille', 'feuille', 'pouces', 'diam', 'tre', 'largeur', 'nom', 'marque', 'innisign']",16
2462,"lot,ensemble,collection,big,mutha,truckers,nintendo,game,boy,advance,gba,","['lot', 'ensemble', 'collection', 'big', 'mutha', 'truckers', 'nintendo', 'game', 'boy', 'advance', 'gba']",20
1160,"carte,deso,ange,déchu,nasten,carte,deso,ange,déchu,nasten,neuf","['carte', 'deso', 'ange', 'déchu', 'nasten', 'carte', 'deso', 'ange', 'déchu', 'nasten', 'neuf']",5
50,"tissu,nylon,souple,housse,voyage,mallette,transport,sac,pochette,console,switch,lite,tissu,nylon,couverture,souple,voyage,étui,transport,sac,pochette,commutateur,consolefeatures,lite,tout,neuf,haute,quality,protects,commutateur,lite,contre,tous,jours,poussi,risques,poche,stockage,carte,jeu,scratches,lightweight,durable,intérieur,facile,tenir,beaucoup,cards,compatible,commutateur,litematerial,nylon,souple,clothpackage,inclus,affichage,cas,non,inclus,commutateur,lite","['tissu', 'nylon', 'souple', 'housse', 'voyage', 'mallette', 'transport', 'sac', 'pochette', 'console', 'switch', 'lite', 'tissu', 'nylon', 'couverture', 'souple', 'voyage', 'étui', 'transport', 'sac', 'pochette', 'commutateur', 'consolefeatures', 'lite', 'tout', 'neuf', 'haute', 'quality', 'protects', 'commutateur', 'lite', 'contre', 'tous', 'jours', 'poussi', 'risques', 'poche', 'stockage', 'carte', 'jeu', 'scratches', 'lightweight', 'durable', 'intérieur', 'facile', 'tenir', 'beaucoup', 'cards', 'compatible', 'commutateur', 'litematerial', 'nylon', 'souple', 'clothpackage', 'inclus', 'affichage', 'cas', 'non', 'inclus', 'commutateur', 'lite']",2
2280,"tele,loisirs,tony,parker,star,academy,maud,mickael,foires,vins,","['tele', 'loisirs', 'tony', 'parker', 'star', 'academy', 'maud', 'mickael', 'foires', 'vins']",18
2403,"lot,livres,collection,contes,légendes,provinces,fran,aises,","['lot', 'livres', 'collection', 'contes', 'légendes', 'provinces', 'fran', 'aises']",19
1300,"maquette,avion,sun,shade,lens,hood,glare,gimbal,camera,cover,protective,films,dji,mavic,scy,générique,djidajiangpro,maviccapot,film,objectif,feuille,écran,commande,distance","['maquette', 'avion', 'sun', 'shade', 'lens', 'hood', 'glare', 'gimbal', 'camera', 'cover', 'protective', 'films', 'dji', 'mavic', 'scy', 'générique', 'djidajiangpro', 'maviccapot', 'film', 'objectif', 'feuille', 'écran', 'commande', 'distance']",9
2522,"bic,stylo,bille,bleue,cristal,pointe,moyenne,corps,transparent,capuchon,bille,indéformable,corps,hexagonal,transparent,capuchon,couleur,encre","['bic', 'stylo', 'bille', 'bleue', 'cristal', 'pointe', 'moyenne', 'corps', 'transparent', 'capuchon', 'bille', 'indéformable', 'corps', 'hexagonal', 'transparent', 'capuchon', 'couleur', 'encre']",21
=======,,,
prdtypecode,text,clean_text,codes
10,"olivia,personalisiertes,notizbuch,seiten,punktraster,din,rosen,design,","['olivia', 'personalisiertes', 'notizbuch', 'seiten', 'punktraster', 'din', 'rosen', 'design']",0
2280,"journal,arts,art,marche,salon,art,asiatique,paris,jacques,barrere,francois,perrier,reforme,ventes,encheres,publiques,sna,fete,cent,ans,","['journal', 'arts', 'art', 'marche', 'salon', 'art', 'asiatique', 'paris', 'jacques', 'barrere', 'francois', 'perrier', 'reforme', 'ventes', 'encheres', 'publiques', 'sna', 'fete', 'cent', 'ans']",18
50,"grand,stylet,ergonomique,bleu,gamepad,nintendo,wii,speedlink,pilot,style,pilot,style,touch,pen,marque,speedlink,stylet,ergonomique,gamepad,nintendo,wii,confort,optimal,précision,maximale,gamepad,wii,grand,stylet,hautement,ergonomique,non,seulement,parfaitement,adapté,main,aussi,élégant,livré,support,fixe,sans,adhésif,arri,gamepad,caractéristiques,mod,speedlink,pilot,style,touch,pen,couleur,bleu,ref,fabricant,compatibilité,gamepad,nintendo,wii,forme,particuli,rement,ergonomique,excellente,tenue,main,pointe,rev,tement,longue,durée,con,mer,écran,tactile,bonus,support,inclu,gamepad,span,class,vga,style","['grand', 'stylet', 'ergonomique', 'bleu', 'gamepad', 'nintendo', 'wii', 'speedlink', 'pilot', 'style', 'pilot', 'style', 'touch', 'pen', 'marque', 'speedlink', 'stylet', 'ergonomique', 'gamepad', 'nintendo', 'wii', 'confort', 'optimal', 'précision', 'maximale', 'gamepad', 'wii', 'grand', 'stylet', 'hautement', 'ergonomique', 'non', 'seulement', 'parfaitement', 'adapté', 'main', 'aussi', 'élégant', 'livré', 'support', 'fixe', 'sans', 'adhésif', 'arri', 'gamepad', 'caractéristiques', 'mod', 'speedlink', 'pilot', 'style', 'touch', 'pen', 'couleur', 'bleu', 'ref', 'fabricant', 'compatibilité', 'gamepad', 'nintendo', 'wii', 'forme', 'particuli', 'rement', 'ergonomique', 'excellente', 'tenue', 'main', 'pointe', 'rev', 'tement', 'longue', 'durée', 'con', 'mer', 'écran', 'tactile', 'bonus', 'support', 'inclu', 'gamepad', 'span', 'class', 'vga', 'style']",2
1280,"peluche,donald,europe,disneyland,marionnette,doigt,","['peluche', 'donald', 'europe', 'disneyland', 'marionnette', 'doigt']",7
2705,"guerre,tuques,luc,eacute,grandeur,veut,organiser,jeu,guerre,boules,neige,arranger,ecirc,tre,vainqueur,incontest,eacute,sophie,ecirc,chambarde,tous,plans","['guerre', 'tuques', 'luc', 'eacute', 'grandeur', 'veut', 'organiser', 'jeu', 'guerre', 'boules', 'neige', 'arranger', 'ecirc', 'tre', 'vainqueur', 'incontest', 'eacute', 'sophie', 'ecirc', 'chambarde', 'tous', 'plans']",25
2280,"afrique,contemporaine,hiver,dossier,japon,afrique,","['afrique', 'contemporaine', 'hiver', 'dossier', 'japon', 'afrique']",18
10,"christof,bildungsprozessen,auf,der,spur,","['christof', 'bildungsprozessen', 'auf', 'der', 'spur']",0
2522,"conquérant,sept,cahier,couverture,polypro,pages,sey,incolore,conquerant,classique,cahier,sey,incolorecouverture,polypro,pages,agrafé,papier","['conquérant', 'sept', 'cahier', 'couverture', 'polypro', 'pages', 'sey', 'incolore', 'conquerant', 'classique', 'cahier', 'sey', 'incolorecouverture', 'polypro', 'pages', 'agrafé', 'papier']",21
1280,"puzzle,scooby,doo,poster,pieces,","['puzzle', 'scooby', 'doo', 'poster', 'pieces']",7
2582,"tente,pliante,pro,pvc,blanc,longueur,largeur,blanc,tente,pliante,pro,pvc,particulier,jardin,professionnel,stand,commercial,réceptions,barnum,pro,combler,imaginez,stand,robuste,léger,adaptable,chacun,pliable,peu,encombrant,déploiement,ultra,rapide,réglage,hauteur,font,maintenant,via,poignées,indexage,également,enti,rement,repensé,jonction,coulissants,plus,rigides,lég,res,elles,aussi,maintenant,plus,résistantes,tente,pliante,pro,qualité,professionnelle,fabrication,fran,aise,compl,tement,adaptable,deviendra,outil,indispensable,activité,toujours,vue,améliorer,quotidien,cette,version,veut,encore,plus,résistante,temps,traitement,ignifugé,répond,exigences,sécurité,vigueur,certifié,facilité,entretien,fait,allié,toutes,occasions,produit,base,composé,structure,toit,che,pvc,housse,apr,configurer,ades,comme,souhaitez,avantages,facile,monter,traitement,anti,feu,ades,choix,caractéristiques,coloris,blanc,pvc,blanc,ignifugé,indexation,via,poignées,blocage,stand,sans,effort,hauteurs,réglables,via,indexeurs,croisillons,renfort,interne,renforts,externes,inox,embases,fonte,aluminium,anneaux,haubanage,structure,aluminium,visserie,inox,jonctions,renforcées,polypropyl,fibre,verre,fils,haute,ténacité,hydrofuges,pied,coulissant,syst,guidage,intégré,pieds,hexagonaux,aluminium,épaisseur,renforts,toit,pvc,finition,toit,intégrant,biais,sergé,auto,agrippant,maintien,toit,auto,agrippants,encombrement,refermé,inférieur,dimensions,hauteur,tage,hauteur,sous,bandeau,dimensions,repliées","['tente', 'pliante', 'pro', 'pvc', 'blanc', 'longueur', 'largeur', 'blanc', 'tente', 'pliante', 'pro', 'pvc', 'particulier', 'jardin', 'professionnel', 'stand', 'commercial', 'réceptions', 'barnum', 'pro', 'combler', 'imaginez', 'stand', 'robuste', 'léger', 'adaptable', 'chacun', 'pliable', 'peu', 'encombrant', 'déploiement', 'ultra', 'rapide', 'réglage', 'hauteur', 'font', 'maintenant', 'via', 'poignées', 'indexage', 'également', 'enti', 'rement', 'repensé', 'jonction', 'coulissants', 'plus', 'rigides', 'lég', 'res', 'elles', 'aussi', 'maintenant', 'plus', 'résistantes', 'tente', 'pliante', 'pro', 'qualité', 'professionnelle', 'fabrication', 'fran', 'aise', 'compl', 'tement', 'adaptable', 'deviendra', 'outil', 'indispensable', 'activité', 'toujours', 'vue', 'améliorer', 'quotidien', 'cette', 'version', 'veut', 'encore', 'plus', 'résistante', 'temps', 'traitement', 'ignifugé', 'répond', 'exigences', 'sécurité', 'vigueur', 'certifié', 'facilité', 'entretien', 'fait', 'allié', 'toutes', 'occasions', 'produit', 'base', 'composé', 'structure', 'toit', 'che', 'pvc', 'housse', 'apr', 'configurer', 'ades', 'comme', 'souhaitez', 'avantages', 'facile', 'monter', 'traitement', 'anti', 'feu', 'ades', 'choix', 'caractéristiques', 'coloris', 'blanc', 'pvc', 'blanc', 'ignifugé', 'indexation', 'via', 'poignées', 'blocage', 'stand', 'sans', 'effort', 'hauteurs', 'réglables', 'via', 'indexeurs', 'croisillons', 'renfort', 'interne', 'renforts', 'externes', 'inox', 'embases', 'fonte', 'aluminium', 'anneaux', 'haubanage', 'structure', 'aluminium', 'visserie', 'inox', 'jonctions', 'renforcées', 'polypropyl', 'fibre', 'verre', 'fils', 'haute', 'ténacité', 'hydrofuges', 'pied', 'coulissant', 'syst', 'guidage', 'intégré', 'pieds', 'hexagonaux', 'aluminium', 'épaisseur', 'renforts', 'toit', 'pvc', 'finition', 'toit', 'intégrant', 'biais', 'sergé', 'auto', 'agrippant', 'maintien', 'toit', 'auto', 'agrippants', 'encombrement', 'refermé', 'inférieur', 'dimensions', 'hauteur', 'tage', 'hauteur', 'sous', 'bandeau', 'dimensions', 'repliées']",22
1560,"eames,inspired,sxw,chair,pink,black,timeless,dsw,seat,paired,types,legs,wood,legs,look,like,natural,fit,seat,make,safe,choice,interior,chair,perfect,offices,kitchens,dining,rooms,ideal,kitchen,living,room,office,waiting,room,reception,available,colours,white,red,blue,baby,blue,black,yellow,orange,olive,dark,orange,chocolate,light,green,warm,grey,beige,light,grey,blue,ocean,pink,fushia,green,tree,graphite,tarmac,royal,blue,features,avalaible,without,amrests","['eames', 'inspired', 'sxw', 'chair', 'pink', 'black', 'timeless', 'dsw', 'seat', 'paired', 'types', 'legs', 'wood', 'legs', 'look', 'like', 'natural', 'fit', 'seat', 'make', 'safe', 'choice', 'interior', 'chair', 'perfect', 'offices', 'kitchens', 'dining', 'rooms', 'ideal', 'kitchen', 'living', 'room', 'office', 'waiting', 'room', 'reception', 'available', 'colours', 'white', 'red', 'blue', 'baby', 'blue', 'black', 'yellow', 'orange', 'olive', 'dark', 'orange', 'chocolate', 'light', 'green', 'warm', 'grey', 'beige', 'light', 'grey', 'blue', 'ocean', 'pink', 'fushia', 'green', 'tree', 'graphite', 'tarmac', 'royal', 'blue', 'features', 'avalaible', 'without', 'amrests']",13
1560,"fauteuil,chesterfield,brenton,cuir,buffle,vert,empire,canapé,fauteuil,chesterfield,cuir,antique,enton,coloris,chocolat,vert,empire,rouge,cherry,disponible,canapé,places,places,places,fauteuil,design,mythique,succombez,design,mythique,style,chesterfield,capitonnage,marqué,dossier,font,salon,brenton,mod,tendance,intemporel,optez,couleur,chocolat,reflets,tain,sortez,commun,rouge,cherry,apprécierez,lattention,portée,détails,tels,capitonnage,structure,lassise,coutures,daccoudoirs,cloutées,matériaux,premium,séduits,cuir,antique,patiné,main,apporte,salon,brenton,aspect,vieilli,tendance,fois,esthétique,agréable,toucher,succombez,cuir,buffle,pleine,fleur,conf,canapé,toute,élégance,cuir,pleine,fleur,premi,couche,peau,animal,non,corrigé,conservé,surface,origine,appelée,fleur,laissant,apercevoir,grain,naturel,peau,mati,noble,luxueuse,cuir,pleine,fleur,particuli,rement,doux,agréable,toucher,confort,optimal,douceur,cuir,plein,fleur,ajoute,confort,garnissage,mousse,haute,résilience,garantit,confort,absolu,durable,choisir,brenton,opter,canapé,haut,gamme,apportera,satisfaction,totale,durable,caractéristiques,techniques,linea,sofa,collection,salons,linea,sofa,répond,désirs,confort,ésthétisme,ceux,recherchent,produits,exception,spécialisée,salons,designers,haut,gamme,marque,linea,sofa,donne,personnalité,intérieur,soin,extr,apporté,fabrication,produits,luxe,finitions,irréprochables,con,matériaux,nobles,exclusivement,toujours,pointe,tendances,linea,sofa,tient,proposer,sans,cesse,collections,fois,fonctionnelles,uniques,nuancier,couleurs,innovantes,cuir,buffle,pleine,fleur,mati,noble,luxueuse,cuir,pleine,fleur,particuli,rement,doux,agréable,toucher,fleur,corrigée,pigmentée,épaisseur,cuir,antique,cuir,pleine,fleur,patiné,main,aspect,vieilli,brillant,durable,salon,recouvert,exclusivement,cuir,buffle,pleine,fleur,garantissant,ainsi,qualité,confort,longévité,assise,dossier,garnis,mousse,polyuréthane,haute,résilience,utilisée,literie,mousse,haute,résilience,plus,confortable,plus,robuste,mousses,classiques,assure,donc,plus,grand,confort,meilleure,résistance,cours,temps,densité,assise,premi,couche,deuxi,couche,troisi,couche,densité,dossier,accoudoirs,premi,couche,seconde,couche,suspension,dossier,sangles,élastiques,ressorts,suspension,assise,ressorts,hélico,daux,structure,pieds,bois,bon,savoir,cuir,buffle,cuir,dont,relief,plus,important,grain,fois,naturel,irrégulier,caractéristiques,font,matériau,particuli,rement,résistant,qualitatif,vaut,surnom,diamant,cuir,dimensions,canapé,places,canapé,places,canapé,places,fauteuil,hauteur,assise,profondeur,assise,veillez,bien,vérifier,dimensions,porte,escalier,livraison,délai,livraison,produit,confirmé,panier,dimensions,colis,fauteuil,brenton,produit,longueur,largeur,hauteur,poids,colis,longueur,largeur,hauteur,poids","['fauteuil', 'chesterfield', 'brenton', 'cuir', 'buffle', 'vert', 'empire', 'canapé', 'fauteuil', 'chesterfield', 'cuir', 'antique', 'enton', 'coloris', 'chocolat', 'vert', 'empire', 'rouge', 'cherry', 'disponible', 'canapé', 'places', 'places', 'places', 'fauteuil', 'design', 'mythique', 'succombez', 'design', 'mythique', 'style', 'chesterfield', 'capitonnage', 'marqué', 'dossier', 'font', 'salon', 'brenton', 'mod', 'tendance', 'intemporel', 'optez', 'couleur', 'chocolat', 'reflets', 'tain', 'sortez', 'commun', 'rouge', 'cherry', 'apprécierez', 'lattention', 'portée', 'détails', 'tels', 'capitonnage', 'structure', 'lassise', 'coutures', 'daccoudoirs', 'cloutées', 'matériaux', 'premium', 'séduits', 'cuir', 'antique', 'patiné', 'main', 'apporte', 'salon', 'brenton', 'aspect', 'vieilli', 'tendance', 'fois', 'esthétique', 'agréable', 'toucher', 'succombez', 'cuir', 'buffle', 'pleine', 'fleur', 'conf', 'canapé', 'toute', 'élégance', 'cuir', 'pleine', 'fleur', 'premi', 'couche', 'peau', 'animal', 'non', 'corrigé', 'conservé', 'surface', 'origine', 'appelée', 'fleur', 'laissant', 'apercevoir', 'grain', 'naturel', 'peau', 'mati', 'noble', 'luxueuse', 'cuir', 'pleine', 'fleur', 'particuli', 'rement', 'doux', 'agréable', 'toucher', 'confort', 'optimal', 'douceur', 'cuir', 'plein', 'fleur', 'ajoute', 'confort', 'garnissage', 'mousse', 'haute', 'résilience', 'garantit', 'confort', 'absolu', 'durable', 'choisir', 'brenton', 'opter', 'canapé', 'haut', 'gamme', 'apportera', 'satisfaction', 'totale', 'durable', 'caractéristiques', 'techniques', 'linea', 'sofa', 'collection', 'salons', 'linea', 'sofa', 'répond', 'désirs', 'confort', 'ésthétisme', 'ceux', 'recherchent', 'produits', 'exception', 'spécialisée', 'salons', 'designers', 'haut', 'gamme', 'marque', 'linea', 'sofa', 'donne', 'personnalité', 'intérieur', 'soin', 'extr', 'apporté', 'fabrication', 'produits', 'luxe', 'finitions', 'irréprochables', 'con', 'matériaux', 'nobles', 'exclusivement', 'toujours', 'pointe', 'tendances', 'linea', 'sofa', 'tient', 'proposer', 'sans', 'cesse', 'collections', 'fois', 'fonctionnelles', 'uniques', 'nuancier', 'couleurs', 'innovantes', 'cuir', 'buffle', 'pleine', 'fleur', 'mati', 'noble', 'luxueuse', 'cuir', 'pleine', 'fleur', 'particuli', 'rement', 'doux', 'agréable', 'toucher', 'fleur', 'corrigée', 'pigmentée', 'épaisseur', 'cuir', 'antique', 'cuir', 'pleine', 'fleur', 'patiné', 'main', 'aspect', 'vieilli', 'brillant', 'durable', 'salon', 'recouvert', 'exclusivement', 'cuir', 'buffle', 'pleine', 'fleur', 'garantissant', 'ainsi', 'qualité', 'confort', 'longévité', 'assise', 'dossier', 'garnis', 'mousse', 'polyuréthane', 'haute', 'résilience', 'utilisée', 'literie', 'mousse', 'haute', 'résilience', 'plus', 'confortable', 'plus', 'robuste', 'mousses', 'classiques', 'assure', 'donc', 'plus', 'grand', 'confort', 'meilleure', 'résistance', 'cours', 'temps', 'densité', 'assise', 'premi', 'couche', 'deuxi', 'couche', 'troisi', 'couche', 'densité', 'dossier', 'accoudoirs', 'premi', 'couche', 'seconde', 'couche', 'suspension', 'dossier', 'sangles', 'élastiques', 'ressorts', 'suspension', 'assise', 'ressorts', 'hélico', 'daux', 'structure', 'pieds', 'bois', 'bon', 'savoir', 'cuir', 'buffle', 'cuir', 'dont', 'relief', 'plus', 'important', 'grain', 'fois', 'naturel', 'irrégulier', 'caractéristiques', 'font', 'matériau', 'particuli', 'rement', 'résistant', 'qualitatif', 'vaut', 'surnom', 'diamant', 'cuir', 'dimensions', 'canapé', 'places', 'canapé', 'places', 'canapé', 'places', 'fauteuil', 'hauteur', 'assise', 'profondeur', 'assise', 'veillez', 'bien', 'vérifier', 'dimensions', 'porte', 'escalier', 'livraison', 'délai', 'livraison', 'produit', 'confirmé', 'panier', 'dimensions', 'colis', 'fauteuil', 'brenton', 'produit', 'longueur', 'largeur', 'hauteur', 'poids', 'colis', 'longueur', 'largeur', 'hauteur', 'poids']",13
1281,"peaceable,kingdom,wheres,bear,hide,find,stacking,block,game,year,olds,pcan,year,old,play,game,yes,game,year,old,collection,designed,child,experience,like,take,turns,play,within,rules,even,loosely,possibly,learn,new,skill,like,rolling,die,unlike,games,older,children,however,dont,win,lose,game,play,explore,play,learn,play,connect,quality,time,little,one,since,play,heart,soul,peaceable,kingdom,silly,play,special,play,wholehearted,play,create,experiences,help,kids,play,well,together,play,well,world,games,gifts,connect,kids,families,encourage,learning,self,expression,let,imaginations,soar,piece,peaceable,kingdom,game,gift,gets,lost,fun,gladly,send,replacement,piece,contact,directly,need,play,comes,heart,feeds,soul,thats,peaceable,kingdom","['peaceable', 'kingdom', 'wheres', 'bear', 'hide', 'find', 'stacking', 'block', 'game', 'year', 'olds', 'pcan', 'year', 'old', 'play', 'game', 'yes', 'game', 'year', 'old', 'collection', 'designed', 'child', 'experience', 'like', 'take', 'turns', 'play', 'within', 'rules', 'even', 'loosely', 'possibly', 'learn', 'new', 'skill', 'like', 'rolling', 'die', 'unlike', 'games', 'older', 'children', 'however', 'dont', 'win', 'lose', 'game', 'play', 'explore', 'play', 'learn', 'play', 'connect', 'quality', 'time', 'little', 'one', 'since', 'play', 'heart', 'soul', 'peaceable', 'kingdom', 'silly', 'play', 'special', 'play', 'wholehearted', 'play', 'create', 'experiences', 'help', 'kids', 'play', 'well', 'together', 'play', 'well', 'world', 'games', 'gifts', 'connect', 'kids', 'families', 'encourage', 'learning', 'self', 'expression', 'let', 'imaginations', 'soar', 'piece', 'peaceable', 'kingdom', 'game', 'gift', 'gets', 'lost', 'fun', 'gladly', 'send', 'replacement', 'piece', 'contact', 'directly', 'need', 'play', 'comes', 'heart', 'feeds', 'soul', 'thats', 'peaceable', 'kingdom']",8
1920,"paire,voilages,imprimés,fantaisie,paire,voilages,droits,fantaisie,mettra,intérieur,valeurun,parement,uni,petits,coeurs,suivi,petit,galon,coloré,forme,également,coeur,viendra,faire,jonction,partie,inférieure,rayée,coloris,écru,coloris,gris,rouge,dimensions,cmfinition,ourlet,passe,tringlepr,poserla,base,tés,ourlés,caractéristiques,coloris,gris,rougefinition,ourlet,passe,tringlecomposition,polyester,cotondimensions,vendu,pairepr,poser","['paire', 'voilages', 'imprimés', 'fantaisie', 'paire', 'voilages', 'droits', 'fantaisie', 'mettra', 'intérieur', 'valeurun', 'parement', 'uni', 'petits', 'coeurs', 'suivi', 'petit', 'galon', 'coloré', 'forme', 'également', 'coeur', 'viendra', 'faire', 'jonction', 'partie', 'inférieure', 'rayée', 'coloris', 'écru', 'coloris', 'gris', 'rouge', 'dimensions', 'cmfinition', 'ourlet', 'passe', 'tringlepr', 'poserla', 'base', 'tés', 'ourlés', 'caractéristiques', 'coloris', 'gris', 'rougefinition', 'ourlet', 'passe', 'tringlecomposition', 'polyester', 'cotondimensions', 'vendu', 'pairepr', 'poser']",14
1560,"matelas,mémoire,forme,ferme,déhoussable,housse,lavable,zones,confort,noyau,poli,lattex,derni,génération,respirant,matelas,accueil,ferme,soutien,ferme,technologie,matelas,face,mousse,poli,lattex,derni,génération,indéformable,haute,résilience,face,hiver,mousse,mémoire,forme,haute,densité,massante,épaisseur,matelas,repos,plus,sain,traitement,anti,acariens,anti,bactérien,anti,moisissures,bonne,indépendance,couchage,dormez,tranquille,garantie,ans,compatible,sommiers,mécaniques,électriques,coutil,coutil,stretch,matelassé,polyester,traitement,sanitized,faces,couchage,réversibles,déhoussable,tés,housse,lavable,position,lavage,main,délicat,sanitized,traitement,antibactérien,anti,moisissures,diminuant,également,développement,odeurs,structure,garnissage,matelas,faces,dormeur,mousse,profilée,haute,ventilation,maximiser,confort,coutil,tissu,bonne,respiration,noyau,matelassé,air,system,tissu,hyper,respirant,réalisé,dimensions,permet,circulation,libre,air,offrant,ainsi,plus,grande,ventilation,hygi,plate,bande,tissu,hyper,respirant,matelassé,ouate,polyester,noyau,bloc,mousse,haute,resilience,poli,lattex,derni,génération,indéformable,structure,matelas,divisée,incroyables,zones,confort,adaptent,tous,types,morphologies,aident,libérer,tensions,musculaires,soulager,maux,dos,provoqués,mauvaises,postures,cours,journée,tissus,certifies,syst,qualité,certifié,oeko,tex,certipur,testé,contre,substances,nocives,certification,iso","['matelas', 'mémoire', 'forme', 'ferme', 'déhoussable', 'housse', 'lavable', 'zones', 'confort', 'noyau', 'poli', 'lattex', 'derni', 'génération', 'respirant', 'matelas', 'accueil', 'ferme', 'soutien', 'ferme', 'technologie', 'matelas', 'face', 'mousse', 'poli', 'lattex', 'derni', 'génération', 'indéformable', 'haute', 'résilience', 'face', 'hiver', 'mousse', 'mémoire', 'forme', 'haute', 'densité', 'massante', 'épaisseur', 'matelas', 'repos', 'plus', 'sain', 'traitement', 'anti', 'acariens', 'anti', 'bactérien', 'anti', 'moisissures', 'bonne', 'indépendance', 'couchage', 'dormez', 'tranquille', 'garantie', 'ans', 'compatible', 'sommiers', 'mécaniques', 'électriques', 'coutil', 'coutil', 'stretch', 'matelassé', 'polyester', 'traitement', 'sanitized', 'faces', 'couchage', 'réversibles', 'déhoussable', 'tés', 'housse', 'lavable', 'position', 'lavage', 'main', 'délicat', 'sanitized', 'traitement', 'antibactérien', 'anti', 'moisissures', 'diminuant', 'également', 'développement', 'odeurs', 'structure', 'garnissage', 'matelas', 'faces', 'dormeur', 'mousse', 'profilée', 'haute', 'ventilation', 'maximiser', 'confort', 'coutil', 'tissu', 'bonne', 'respiration', 'noyau', 'matelassé', 'air', 'system', 'tissu', 'hyper', 'respirant', 'réalisé', 'dimensions', 'permet', 'circulation', 'libre', 'air', 'offrant', 'ainsi', 'plus', 'grande', 'ventilation', 'hygi', 'plate', 'bande', 'tissu', 'hyper', 'respirant', 'matelassé', 'ouate', 'polyester', 'noyau', 'bloc', 'mousse', 'haute', 'resilience', 'poli', 'lattex', 'derni', 'génération', 'indéformable', 'structure', 'matelas', 'divisée', 'incroyables', 'zones', 'confort', 'adaptent', 'tous', 'types', 'morphologies', 'aident', 'libérer', 'tensions', 'musculaires', 'soulager', 'maux', 'dos', 'provoqués', 'mauvaises', 'postures', 'cours', 'journée', 'tissus', 'certifies', 'syst', 'qualité', 'certifié', 'oeko', 'tex', 'certipur', 'testé', 'contre', 'substances', 'nocives', 'certification', 'iso']",13
2522,"zenith,pince,agrafeuse,coloris,noir,pince,agrafeuse,capot,abs,dispositif,anti,blocage,mécanisme,corps,métal,agrafage,feuilles,capacité,agrafes,profondeur,gorge,livrée,agrafes,boite,individuelle","['zenith', 'pince', 'agrafeuse', 'coloris', 'noir', 'pince', 'agrafeuse', 'capot', 'abs', 'dispositif', 'anti', 'blocage', 'mécanisme', 'corps', 'métal', 'agrafage', 'feuilles', 'capacité', 'agrafes', 'profondeur', 'gorge', 'livrée', 'agrafes', 'boite', 'individuelle']",21
2403,"walter,scott,oeuvres,compl,tomes,","['walter', 'scott', 'oeuvres', 'compl', 'tomes']",19
2522,"mod,podge,dishwasher,safe,gloss,","['mod', 'podge', 'dishwasher', 'safe', 'gloss']",21
1140,"power,rangers,rouge,force,mystic,figurine,transformable,","['power', 'rangers', 'rouge', 'force', 'mystic', 'figurine', 'transformable']",4
2280,"monde,illustre,emprunt,victoire,angleterre,meeting,guildhall,lloyd,george,bonar,law,mac,kenna,conference,allies,briand,barrere,general,palitzine,","['monde', 'illustre', 'emprunt', 'victoire', 'angleterre', 'meeting', 'guildhall', 'lloyd', 'george', 'bonar', 'law', 'mac', 'kenna', 'conference', 'allies', 'briand', 'barrere', 'general', 'palitzine']",18
2583,"kit,désinfection,piscines,enfants,","['kit', 'désinfection', 'piscines', 'enfants']",23
1280,"glitter,beach,barbie,barbie,original,barbie,doll,contains,glitter,lotion","['glitter', 'beach', 'barbie', 'barbie', 'original', 'barbie', 'doll', 'contains', 'glitter', 'lotion']",7
1180,"seigneur,anneaux,figurine,plomb,peindre,socle,sam,","['seigneur', 'anneaux', 'figurine', 'plomb', 'peindre', 'socle', 'sam']",6
1140,"véhicule,star,wars,ast,véhicule,vintage,saga,star,wars,ast","['véhicule', 'star', 'wars', 'ast', 'véhicule', 'vintage', 'saga', 'star', 'wars', 'ast']",4
